kebele,year,seasonal_rainfall_total,onset_date,cessation_date,rainy_days_count,dry_spell_days,data_quality_flag,onset_delay_days,onset_threshold,rainy_day_threshold,dry_spell_threshold,rainfall_std_dev,rainfall_skewness,mean_temp_season,max_temp_avg,min_temp_avg,gdd_total,gdd_base_temp,heatwave_days,heatwave_threshold,mean_soil_moisture,dry_soil_days,dry_threshold,soil_moisture_std,ndvi_peak,ndvi_scale,ndvi_seasonal_avg,ndvi_start_of_season,ndvi_end_of_season,ndvi_integral,ndvi_threshold,ndvi_anomaly_avg,crop_Banana,crop_Bean,"crop_Bean, broad",crop_Carrot,crop_Chick-pea,"crop_Chilli, dry",crop_Coffee,"crop_Corn, sweet",crop_Enset,crop_Garlic,crop_Lentil,crop_Mandarin,crop_Mango,"crop_Mustard, Ethiopian",crop_Oil flax,crop_Onion,"crop_Pea, dry",crop_Rice,crop_Safflower,crop_Sesame,crop_Sorghum,crop_Soybean,crop_Sweet potato,crop_Teff,crop_Tomato,"crop_Wheat, Emmer","crop_Wheat, bread","crop_Wheat, durum"
95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2021,0.9910717646517506,1.0,1,0.9203506292589488,0.6387069605222641,OK,0.0,0.0,11.619621677398682,11.619621677398682,1.1430446913409302,-1.734483811076669,-0.22290867402528167,22.40738034091155,10.336953651512085,2.1881353780358808,14.196603393554712,2.325867236744064,26.093487548828147,-1.6123822183305239,2.244091888120701,1.9940992593765257,-0.29499306522583535,0.8385951466573179,0.5594708630346235,-0.6439249924976671,0.0001,0.0353,1.9727514955465708,0.2525606822810592,0.34233678887321345,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2022,0.7946635922204814,1.0,1,1.241504808026285,0.6387069605222641,OK,0.0,0.0,8.067064681053163,8.067064681053163,1.1430446913409302,-1.734483811076669,-0.22290867402528167,22.40738034091155,10.336953651512085,2.1881353780358808,14.196603393554712,2.325867236744064,26.093487548828147,-3.300863658942299,-2.803838489376868,1.7824561595916748,-0.29499306522583535,0.5866190743585629,0.5458202494908353,-1.0054412983815502,0.0001,0.0353,1.7561326266099515,0.2486764394093688,-0.5113749709154388,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2023,1.8551674080143667,1.0,1,2.5261215230956284,0.8720132092465128,OK,0.0,0.0,8.509372758865357,8.509372758865357,1.1430446913409302,-1.734483811076669,-0.22290867402528167,22.40738034091155,10.336953651512085,2.1881353780358808,14.196603393554712,2.325867236744064,26.093487548828147,-0.8664378965090203,2.244091888120701,1.9502638459205626,-0.29499306522583535,-0.2713904577422127,0.4993382306517312,-0.40166639614892025,0.0001,0.0353,-0.3252196645133277,0.2764949810462821,0.9144244353962659,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2024,1.4402635927894518,1.0,1,2.95432709478541,0.4054007117980153,OK,9.0,0.015579462647438,7.857176384925842,7.857176384925842,1.1430446913409302,-1.734483811076669,-0.22290867402528167,22.40738034091155,10.336953651512085,2.1881353780358808,14.196603393554712,2.325867236744064,26.093487548828147,-0.8664378965090203,2.244091888120701,1.9502638459205626,-0.29499306522583535,0.6107032653814595,0.5471249923625257,-0.3150174712743272,0.0033,0.0353,2.1698313341943787,0.2818287729124237,1.119043715175705,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2025,-2.0659954163099292,1.0,1,-1.0065744433450667,-0.2653547532842,OK,18.0,0.0167988802026957,2.6704758644104003,2.6704758644104003,1.1430446913409302,-1.734483811076669,-0.22290867402528167,22.40738034091155,10.336953651512085,2.1881353780358808,14.196603393554712,2.325867236744064,26.093487548828147,-0.8664378965090203,2.244091888120701,1.9502638459205626,-0.29499306522583535,-2.3903076711767484,0.3845474898167006,-1.649044177091813,0.0001,0.0353,-0.5255732317133718,0.251121437053688,-2.0312271525353225,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7c4a7c99-436a-4ad3-93eb-75a098246cc0,2010,2.2711379931434643,1.0,1,1.1344534151038395,1.0469928957896995,OK,0.0,0.0,13.056550979614258,13.056550979614258,1.3474462721180407,-1.681527271680933,-0.6529921520270837,21.927781844925114,10.238028993711389,1.899386972206134,14.133393859863304,2.325867236744064,24.522509765625028,-0.8664378965090203,2.244091888120701,1.9502638459205626,-0.29499306522583535,0.9527565722046017,0.5656554721030045,0.39753985436437206,0.0049,0.0337,2.596792329923114,0.3030003061095683,2.1729769223310718,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7c4a7c99-436a-4ad3-93eb-75a098246cc0,2011,1.4528446819961651,1.0,1,0.4921450575691676,0.8136866470654507,OK,0.0,0.0,13.060388565063477,13.060388565063477,1.3474462721180407,-1.681527271680933,-0.8786046942437561,22.22116685804432,9.621957816658462,0.6832134105637876,15.110697937011745,2.325867236744064,26.41629943847658,-0.8664378965090203,2.244091888120701,1.9502638459205626,-0.29499306522583535,1.361152173604993,0.5877799955819238,-0.20019827842491963,0.0001,0.0353,2.238630454130183,0.2658810432971472,0.48676394174024384,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7c4a7c99-436a-4ad3-93eb-75a098246cc0,2012,0.7922260489881982,1.0,1,0.599196450491613,1.221972582332886,OK,0.0,0.0,11.82026720046997,11.82026720046997,1.3474462721180407,-1.681527271680933,-0.5420154585809384,22.38502431373076,9.939512822399424,2.266049087550657,13.946357727050804,2.325867236744064,25.904248046875026,-0.8664378965090203,2.244091888120701,1.9502638459205626,-0.29499306522583535,1.5483771193810152,0.5979227657157283,-0.7040701447867007,0.0001,0.0353,1.9367128033802052,0.2559270272658419,-0.9346532893288472,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7c4a7c99-436a-4ad3-93eb-75a098246cc0,2013,1.0469854905197507,1.0,1,1.0274020221813942,0.5220538361601397,OK,0.0,0.0,11.189619064331056,11.189619064331056,1.3474462721180407,-1.681527271680933,-0.6368935174862731,22.29519034584802,9.893645837804796,1.898363136520151,14.196603393554712,2.325867236744064,25.80723114013674,-0.8664378965090203,2.244091888120701,1.9502638459205626,-0.29499306522583535,0.7391825271877847,0.5540852594041911,-0.17196749246758808,0.0081,0.0353,2.2555462082019595,0.2700570884877556,0.5664026917584134,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7c4a7c99-436a-4ad3-93eb-75a098246cc0,2014,-0.023510382031307862,1.0,1,-0.04311190704305895,0.8428499281559818,OK,0.0,0.0,11.243422508239746,11.243422508239746,1.3474462721180407,-1.681527271680933,-0.06731061960689703,22.40738034091155,10.596111440134596,2.319160331025437,14.25424499511721,2.325867236744064,26.080007934570336,-0.8664378965090203,2.244091888120701,1.9502638459205626,-0.29499306522583535,1.1907492386920078,0.5785485451906085,-0.5834238437271541,0.0049,0.0353,2.0090034991290704,0.270529803711184,-0.5943113440064671,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7c4a7c99-436a-4ad3-93eb-75a098246cc0,2015,-0.08298732844015995,1.0,1,-0.25721469288794957,1.8635647663245702,OK,0.0,0.0,10.838438034057615,10.838438034057615,1.3474462721180407,-1.681527271680933,0.5320990322693069,23.215815885774404,10.644991713303808,3.1461408384000134,14.049708557128929,2.325867236744064,26.95093078613284,-0.39018864483289556,0.9821092937463088,2.3376171588897705,-0.29499306522583535,0.6631272952526289,0.5499650246149963,-0.6412412408016146,0.0001,0.0353,1.9743595869312296,0.244545694269124,-0.7574136125466886,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7c4a7c99-436a-4ad3-93eb-75a098246cc0,2016,1.7211659449991858,1.0,1,0.7062478434140582,0.8720132092465128,OK,0.0,0.0,11.528607845306396,11.528607845306396,1.3474462721180407,-1.681527271680933,0.11132007795280366,22.57527741732665,10.683703947720485,0.7966591366202964,15.718074035644554,2.325867236744064,26.093487548828147,-0.14233465006836388,2.244091888120701,2.7530412673950195,-0.29499306522583535,0.059882642432222966,0.5172847008331231,-0.05074639009553914,0.0065,0.0353,2.3281813221918592,0.2772362926028779,0.9083661455327958,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7c4a7c99-436a-4ad3-93eb-75a098246cc0,2017,1.5751681362705263,1.0,1,0.8132992363365036,1.0469928957896995,OK,0.0,0.0,11.825769424438477,11.825769424438477,1.3474462721180407,-1.681527271680933,-0.22290867402528167,22.50714507050569,10.273799954927908,4.438993216430495,12.56360778808596,2.325867236744064,26.880162048339862,-1.0647976443082878,2.244091888120701,1.9571433067321773,-0.29499306522583535,0.35405407610277995,0.5332212162332749,-0.6263961679901234,0.0001,0.0353,1.983254684688562,0.2696091170159049,-0.7155358184100774,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7c4a7c99-436a-4ad3-93eb-75a098246cc0,2018,1.2254735259299627,1.0,1,1.5626589867936207,1.4261155499666038,OK,0.0,0.0,10.299379348754885,10.299379348754885,1.3474462721180407,-1.681527271680933,-0.5083056184043503,22.035797555106047,10.336953651512085,2.5531362689213113,13.734683227539085,2.325867236744064,25.06311950683596,-0.921636918111004,2.664752752912165,1.943384385108948,-0.29499306522583535,-0.6849804965088127,0.4769323024488766,-1.052315986822192,0.0049,0.0353,1.7280455339214416,0.2609920992173694,-1.9170511439492939,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7c4a7c99-436a-4ad3-93eb-75a098246cc0,2019,1.8596083168818962,1.0,1,1.241504808026285,0.6970335227033263,OK,0.0,0.0,12.67786979675293,12.67786979675293,1.3474462721180407,-1.681527271680933,0.21312635608026553,22.559445576091413,10.84514594444864,2.1881353780358808,14.526573181152369,2.325867236744064,26.44361267089846,-0.8112388749070364,2.244091888120701,1.9413535594940183,-0.29499306522583535,-0.42007799514343824,0.4912831955314314,-0.22500833190659733,0.0081,0.0353,2.223764386857455,0.2904566965412775,0.4167750420280267,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7c4a7c99-436a-4ad3-93eb-75a098246cc0,2020,1.7782329946717448,1.0,1,1.7767617726385114,1.0178296146991683,OK,0.0,0.0,10.99033498764038,10.99033498764038,1.3474462721180407,-1.681527271680933,1.337096544445739,23.49173114237363,11.52043779782602,0.5722600940833027,15.62130279541018,-0.09496969704709697,26.684106445312523,-0.7572737198956933,2.244091888120701,1.801712989807129,-0.29499306522583535,-0.431962608139107,0.4906393555920224,-0.1702592571640555,0.0001,0.0337,2.2565697747556843,0.3054555345872254,0.5712216055681762,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7c4a7c99-436a-4ad3-93eb-75a098246cc0,2021,1.103458308455189,1.0,1,0.06393948587938636,0.9303397714275751,OK,0.0,0.0,14.214608192443848,14.214608192443848,1.3474462721180407,-1.681527271680933,-0.22290867402528167,22.40738034091155,10.336953651512085,2.1881353780358808,14.196603393554712,2.325867236744064,26.093487548828147,-1.6123822183305239,2.244091888120701,1.9940992593765257,-0.29499306522583535,-0.2874221336228524,0.4984697267104268,-0.4629240533009615,0.0001,0.0353,2.0812064063960127,0.2849181715475891,-0.25438270363855137,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7c4a7c99-436a-4ad3-93eb-75a098246cc0,2022,0.9765311008422194,1.0,1,0.4921450575691676,1.4844421121476659,OK,0.0,0.0,10.43755340576172,10.43755340576172,1.3474462721180407,-1.681527271680933,-0.22290867402528167,22.40738034091155,10.336953651512085,2.1881353780358808,14.196603393554712,2.325867236744064,26.093487548828147,-3.300863658942299,-2.803838489376868,1.7824561595916748,-0.29499306522583535,-0.4823134178848535,0.4879116384751325,-0.7540992227265731,0.0001,0.0353,1.9067356153505217,0.2872192079020449,-1.0757847915730636,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7c4a7c99-436a-4ad3-93eb-75a098246cc0,2023,2.1065266399675875,1.0,1,1.6697103797160662,0.8720132092465128,OK,0.0,0.0,10.378127098083496,10.378127098083496,1.3474462721180407,-1.681527271680933,-0.22290867402528167,22.40738034091155,10.336953651512085,2.1881353780358808,14.196603393554712,2.325867236744064,26.093487548828147,-0.8664378965090203,2.244091888120701,1.9502638459205626,-0.29499306522583535,-0.940714684770626,0.4630780958091391,-0.2432687432887515,0.0001,0.0353,-0.2757008150888977,0.3104203726989679,0.36526261373466395,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7c4a7c99-436a-4ad3-93eb-75a098246cc0,2024,1.603024025670506,1.0,1,2.0979159514058474,1.3094624256044793,OK,0.0,0.0,9.816211223602297,9.816211223602297,1.3474462721180407,-1.681527271680933,-0.22290867402528167,22.40738034091155,10.336953651512085,2.1881353780358808,14.196603393554712,2.325867236744064,26.093487548828147,-0.8664378965090203,2.244091888120701,1.9502638459205626,-0.29499306522583535,-0.158099521000544,0.505475681646049,0.24855867430097547,0.0033,0.0353,2.507523508038934,0.3391712149709669,1.7527025816020143,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7c4a7c99-436a-4ad3-93eb-75a098246cc0,2025,-2.059770472709568,1.0,1,-1.2206772291899575,0.055441338711642106,OK,0.0,0.0,6.308255672454834,6.308255672454834,1.3474462721180407,-1.681527271680933,-0.22290867402528167,22.40738034091155,10.336953651512085,2.1881353780358808,14.196603393554712,2.325867236744064,26.093487548828147,-0.8664378965090203,2.244091888120701,1.9502638459205626,-0.29499306522583535,-1.059154738670135,0.4566616952789701,-0.4195914355715773,0.0033,0.0353,-0.10918758611819498,0.2965525366069174,-0.13214184515876054,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2010,2.1732988919652363,1.0,1,2.0979159514058474,1.0469928957896995,OK,0.0,0.0,10.84389865398407,10.84389865398407,1.1430446913409302,-1.734483811076669,-0.6529921520270837,21.927781844925114,10.238028993711389,1.899386972206134,14.133393859863304,2.325867236744064,24.522509765625028,-0.8664378965090203,2.244091888120701,1.9502638459205626,-0.29499306522583535,1.2430222218769524,0.5813803946028518,-0.16015894050928425,0.0049,0.0337,2.2626218369560567,0.2854942459266804,1.4847382818273465,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2011,1.3142567375421677,1.0,1,1.241504808026285,0.8136866470654507,OK,0.0,0.0,10.41570245742798,10.41570245742798,1.1430446913409302,-1.734483811076669,-0.8786046942437561,22.22116685804432,9.621957816658462,0.6832134105637876,15.110697937011745,2.325867236744064,26.41629943847658,-0.8664378965090203,2.244091888120701,1.9502638459205626,-0.29499306522583535,1.5129287636979312,0.5960023778004075,-0.5001330721195942,0.0001,0.0353,2.058910937451599,0.2460040804480651,0.681897830495453,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2012,0.7422667120397404,1.0,1,1.5626589867936207,0.9303397714275751,OK,0.0,0.0,9.022078676223757,9.022078676223757,1.1430446913409302,-1.734483811076669,-0.5420154585809384,22.38502431373076,9.939512822399424,2.266049087550657,13.946357727050804,2.325867236744064,25.904248046875026,-0.8664378965090203,2.244091888120701,1.9502638459205626,-0.29499306522583535,0.9922257746009859,0.5677936863543791,-1.0818021356312126,0.0001,0.0353,1.7103775723375503,0.2445492398167005,-0.6916991877940069,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2013,1.034639406650474,1.0,1,1.6697103797160662,0.5220538361601397,OK,0.0,0.0,9.730600185394287,9.730600185394287,1.1430446913409302,-1.734483811076669,-0.6368935174862731,22.29519034584802,9.893645837804796,1.898363136520151,14.196603393554712,2.325867236744064,25.80723114013674,-0.8664378965090203,2.244091888120701,1.9502638459205626,-0.29499306522583535,0.9939610010357968,0.5678876909368638,-0.4063325519993329,0.0081,0.0353,2.1151157676166976,0.2576485605906314,0.9034054244756814,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2014,-0.09543020090763371,1.0,1,0.599196450491613,0.8428499281559818,OK,0.0,0.0,8.541849808692932,8.541849808692932,1.1430446913409302,-1.734483811076669,-0.06731061960689703,22.40738034091155,10.596111440134596,2.319160331025437,14.25424499511721,2.325867236744064,26.080007934570336,-0.8664378965090203,2.244091888120701,1.9502638459205626,-0.29499306522583535,1.1217712246631173,0.5748117133401224,-1.166932072040452,0.0001,0.0353,1.659368115122254,0.2379631466395113,-0.8927314141134778,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2015,-0.09850691853491166,1.0,1,0.4921450575691676,1.3386257066950105,OK,0.0,0.0,7.950894865989685,7.950894865989685,1.1430446913409302,-1.734483811076669,0.5320990322693069,23.215815885774404,10.644991713303808,3.1461408384000134,14.049708557128929,2.325867236744064,26.95093078613284,-0.39018864483289556,0.9821092937463088,2.3376171588897705,-0.29499306522583535,1.227032856298293,0.5805141827902245,-1.3429023694426323,0.0001,0.0353,1.5539275411583673,0.2045235529531568,-1.3082808922993947,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2016,1.4512132067498287,1.0,1,1.0274020221813942,0.8720132092465128,OK,0.0,0.0,11.320119037628174,11.320119037628174,1.1430446913409302,-1.734483811076669,0.11132007795280366,22.57527741732665,10.683703947720485,0.7966591366202964,15.718074035644554,2.325867236744064,26.093487548828147,-0.14233465006836388,2.244091888120701,2.7530412673950195,-0.29499306522583535,1.1774331532842763,0.577827156313646,-0.6781653828150944,0.0017,0.0353,1.9522348148276332,0.2345249526476578,0.2614789592318302,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2017,1.4846085267008446,1.0,1,1.6697103797160662,1.0469928957896995,OK,0.0,0.0,10.524229979515075,10.524229979515075,1.1430446913409302,-1.734483811076669,-0.22290867402528167,22.50714507050569,10.273799954927908,4.438993216430495,12.56360778808596,2.325867236744064,26.880162048339862,-1.0647976443082878,2.244091888120701,1.9571433067321773,-0.29499306522583535,0.8700943115108503,0.5611773065173119,-1.0970595636488047,0.0049,0.0353,1.7012353932815532,0.2365233905295316,-0.7277292243670491,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2018,1.2503731300933114,1.0,1,2.4190701301731834,1.4261155499666038,OK,0.0,0.0,8.799270257949829,8.799270257949829,1.1430446913409302,-1.734483811076669,-0.5083056184043503,22.035797555106047,10.336953651512085,2.5531362689213113,13.734683227539085,2.325867236744064,25.06311950683596,-0.921636918111004,2.664752752912165,1.943384385108948,-0.29499306522583535,-0.06884688640858713,0.5103108757637476,-1.1801415267023394,0.0001,0.0353,1.651453072061799,0.2335053956211812,-0.9239252125720993,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2019,1.759025549749447,1.0,1,2.312018737250738,0.6970335227033263,OK,0.0,0.0,10.189474093914033,10.189474093914033,1.1430446913409302,-1.734483811076669,0.21312635608026553,22.559445576091413,10.84514594444864,2.1881353780358808,14.526573181152369,2.325867236744064,26.44361267089846,-0.8112388749070364,2.244091888120701,1.9413535594940183,-0.29499306522583535,0.3257217999911642,0.5316863365580452,-0.34991081328954027,0.0065,0.0353,2.1489234078913757,0.2542958767820774,1.0366439563491032,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2020,1.6444747992576823,1.0,1,2.4190701301731834,0.9886663336086372,OK,0.0,0.0,9.782921919822693,9.782921919822693,1.1430446913409302,-1.734483811076669,1.337096544445739,23.49173114237363,11.52043779782602,0.5722600940833027,15.62130279541018,-0.09496969704709697,26.684106445312523,-0.7572737198956933,2.244091888120701,1.801712989807129,-0.29499306522583535,0.6706209043868134,0.550370985234216,-0.2798056061254583,0.0001,0.0337,2.190930118059875,0.2794657331975559,1.2021956584557871,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2021,0.9910717646517506,1.0,1,0.9203506292589488,0.6387069605222641,OK,0.0,0.0,11.619621677398682,11.619621677398682,1.1430446913409302,-1.734483811076669,-0.22290867402528167,22.40738034091155,10.336953651512085,2.1881353780358808,14.196603393554712,2.325867236744064,26.093487548828147,-1.6123822183305239,2.244091888120701,1.9940992593765257,-0.29499306522583535,0.8385951466573179,0.5594708630346235,-0.6439249924976671,0.0001,0.0353,1.9727514955465708,0.2525606822810592,0.34233678887321345,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2022,0.7946635922204814,1.0,1,1.241504808026285,0.6387069605222641,OK,0.0,0.0,8.067064681053163,8.067064681053163,1.1430446913409302,-1.734483811076669,-0.22290867402528167,22.40738034091155,10.336953651512085,2.1881353780358808,14.196603393554712,2.325867236744064,26.093487548828147,-3.300863658942299,-2.803838489376868,1.7824561595916748,-0.29499306522583535,0.5866190743585629,0.5458202494908353,-1.0054412983815502,0.0001,0.0353,1.7561326266099515,0.2486764394093688,-0.5113749709154388,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2023,1.8551674080143667,1.0,1,2.5261215230956284,0.8720132092465128,OK,0.0,0.0,8.509372758865357,8.509372758865357,1.1430446913409302,-1.734483811076669,-0.22290867402528167,22.40738034091155,10.336953651512085,2.1881353780358808,14.196603393554712,2.325867236744064,26.093487548828147,-0.8664378965090203,2.244091888120701,1.9502638459205626,-0.29499306522583535,-0.2713904577422127,0.4993382306517312,-0.40166639614892025,0.0001,0.0353,-0.3252196645133277,0.2764949810462821,0.9144244353962659,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2024,1.4402635927894518,1.0,1,2.95432709478541,0.4054007117980153,OK,9.0,0.015579462647438,7.857176384925842,7.857176384925842,1.1430446913409302,-1.734483811076669,-0.22290867402528167,22.40738034091155,10.336953651512085,2.1881353780358808,14.196603393554712,2.325867236744064,26.093487548828147,-0.8664378965090203,2.244091888120701,1.9502638459205626,-0.29499306522583535,0.6107032653814595,0.5471249923625257,-0.3150174712743272,0.0033,0.0353,2.1698313341943787,0.2818287729124237,1.119043715175705,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
95d4ef76-ac56-4dd8-8bfe-40ddcdeea9d0,2025,-2.0659954163099292,1.0,1,-1.0065744433450667,-0.2653547532842,OK,18.0,0.0167988802026957,2.6704758644104003,2.6704758644104003,1.1430446913409302,-1.734483811076669,-0.22290867402528167,22.40738034091155,10.336953651512085,2.1881353780358808,14.196603393554712,2.325867236744064,26.093487548828147,-0.8664378965090203,2.244091888120701,1.9502638459205626,-0.29499306522583535,-2.3903076711767484,0.3845474898167006,-1.649044177091813,0.0001,0.0353,-0.5255732317133718,0.251121437053688,-2.0312271525353225,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
